CMTE_ID,Leadership Pacs,Sponsor Name,PAC Name,Committee Designation,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,Candidate Name,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID
C00571000,TRUE NORTH PAC,"SULLIVAN, DAN",TRUE NORTH PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3112026,5000,C00942060,S6MT00295,"ALME, KURT",B05FAF022DD5B4FF0A5B,1963404,,,4.05092E+18
C00571000,TRUE NORTH PAC,"SULLIVAN, DAN",TRUE NORTH PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3112026,5000,C00942060,S6MT00295,"ALME, KURT",B95BB673E530541DEBCE,1963404,,,4.05092E+18
C00784868,TRUSTWORTHY REPUBLICANS ALWAYS SERVE HUMBLY PAC,"MOORE, BARRY",TRUSTWORTHY REPUBLICANS ALWAYS SERVE HUMBLY,D,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5082026,3500,C00942060,S6MT00295,"ALME, KURT",SB23.4181,1987286,,,4.07132E+18
C00942813,TRUTH AND EXCELLENCE PAC,"TEIXEIRA, MARK CHARLES",TRUTH AND EXCELLENCE PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6252026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.2113,1995279,,,4.07262E+18
C00503151,UPPER HAND FUND,"HUIZENGA, WILLIAM",UPPER HAND FUND,D,N,MY,P2026,2.02507E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,3252025,2500,C00855288,H4MT02098,"DOWNING, TROY",SB23.7536,1909037,,,4.08112E+18
C00503151,UPPER HAND FUND,"HUIZENGA, WILLIAM",UPPER HAND FUND,D,N,M7,G2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,6302026,3000,C00855288,H4MT02098,"DOWNING, TROY",SB23.7906,1999998,,,4.08012E+18
C00489336,WILD AND WONDERFUL PAC,"CAPITO, SHELLEY",WILD AND WONDERFUL PAC,D,N,M6,G2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5262026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I20128,1985787,,,4.07132E+18
C00489336,WILD AND WONDERFUL PAC,"CAPITO, SHELLEY",WILD AND WONDERFUL PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3172026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I19767,1969157,,,4.06022E+18
C00783167,WORKING FOR OHIO,"VANCE, J",WORKING FOR OHIO,D,A,Q1,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3312026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I4399,1996166,,,4.07152E+18
C00497305,YOPAC,0,YOPAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,1000,C00942060,S6MT00295,"ALME, KURT",SB23.8119,1961459,,,4.04282E+18
C00706176,YOUR OHIO REPUBLICAN TEAM,0,YOUR OHIO REPUBLICAN TEAM,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5222026,2000,C00941575,H6MT01152,"FLINT, AARON",SB23.5022,1984560,,,4.07122E+18
C00174227,#N/A,#N/A,BAKER & HOSTETLER POLITICAL ACTION COMMITTEE,B,N,M6,P2026,2.02606E+17,24K,CCM, FLINT FOR MONTANA,KALISPELL,MT,59901,,,5292026,2000,C00941575,H6MT01152,"FLINT, AARON",B925038,1984403,,,4.07122E+18
C00528414,#N/A,#N/A,HEALTHCARE FREEDOM FUND,U,A,M4,P2026,2.02607E+17,24K,CCM,AL FOR MONTANA,HELENA,MT,59624,,,3242026,5000,C00783381,H2MT02084,"OLSZEWSKI, ALBERT",SB23.7151,2002415,,,4.07282E+18
C00343137,#N/A,#N/A,POLITICAL ACTION COMMITTEE OF THE AMERICAN ASSOCIATION OF ORTHOPAEDIC SURGEONS--PAC OF AAOS,B,A,Q1,P2026,2.02606E+17,24K,CCM,AL FOR MONTANA,HELENA,MT,59624,,,3262026,5000,C00783381,H2MT02084,"OLSZEWSKI, ALBERT",12301173,1983334,,,4.06302E+18
C00523381,#N/A,#N/A,HEARTDOCPAC,B,N,M4,P2026,2.02604E+17,24K,CCM,AL FOR MONTANA,HELENA,MT,59624,,,3202026,1041,C00783381,H2MT02084,"OLSZEWSKI, ALBERT",SB23.5893,1968870,,,4.05272E+18
C00366013,#N/A,#N/A,"NASDAQ, INC. PAC (NASDAQ PAC)",B,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3192026,1000,C00942060,S6MT00295,"ALME, KURT",B79D4B0D1BC6A4716BAB,1964170,,,4.05062E+18
C00492058,#N/A,#N/A,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,U,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3232026,5000,C00942060,S6MT00295,"ALME, KURT",BFD982DDE22664DE78C2,1962823,,,4.04282E+18
C00492058,#N/A,#N/A,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,U,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3232026,5000,C00942060,S6MT00295,"ALME, KURT",B7B434BF0B870464E994,1962823,,,4.04282E+18
C00109306,#N/A,#N/A,NATIONAL ASSOCIATION OF WHOLESALER-DISTRIBUTORS POLITICAL ACTION COMMITTEE,B,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3252026,5000,C00942060,S6MT00295,"ALME, KURT",500075638,1962191,,,4.04242E+18
C00287045,#N/A,#N/A,PLAIN STATE PAC,U,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3192026,1000,C00942060,S6MT00295,"ALME, KURT",SB23.4855,1961899,,,4.04242E+18
C00199703,#N/A,#N/A,GLAXOSMITHKLINE LLC PAC (GSK PAC),B,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3272026,2000,C00942060,S6MT00295,"ALME, KURT",221DF4FD03ED311D84F,1961136,,,4.04152E+18
C00845099,#N/A,#N/A,SEND IN THE SEAL PAC,U,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I715,1965065,,,4.05052E+18
C00845099,#N/A,#N/A,SEND IN THE SEAL PAC,U,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I716,1965065,,,4.05052E+18
C00450916,#N/A,#N/A,ASURION LLC POLITICAL ACTION COMMITTEE (ASURION PAC),B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6232026,2500,C00942060,S6MT00295,"ALME, KURT",SB23.8340,1999739,,,4.08022E+18
C00304832,#N/A,#N/A,CONSTELLATION BRANDS INC POLITICAL ACTION COMMITTEE,U,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3312026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.6347,1959572,,,4.04102E+18
C00772434,#N/A,#N/A,PAC FOR AMERICA,U,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,5000,C00942060,S6MT00295,"ALME, KURT",B0E92F4E6F2F64A7E9EF,1966517,,,4.04292E+18
C00004275,#N/A,#N/A,AMERICAN BANKERS ASSOCIATION PAC (BANKPAC),B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4082026,5000,C00942060,S6MT00295,"ALME, KURT",B9ABEE36ECD9B45DEB45,1976112,,,4.06092E+18
C00035204,#N/A,#N/A,ENERGY MARKETERS OF AMERICA SMALL BUSINESS COMMITTEE PAC (EMA SBC PAC),U,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4272026,1000,C00942060,S6MT00295,"ALME, KURT",24880037,1976005,,2026 EVENT,4.06092E+18
C00236489,#N/A,#N/A,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)",B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4302026,2500,C00942060,S6MT00295,"ALME, KURT",38BE44ACAAE3D78C239,1976782,,,4.06162E+18
C00763664,#N/A,#N/A,TRACTOR SUPPLY COMPANY POLITICAL ACTION COMMITTEE,B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6252026,2500,C00942060,S6MT00295,"ALME, KURT",B887E1808A29E1D19F7,1999504,,,4.08122E+18
C00755454,#N/A,#N/A,"US ENERGY PAC (THE PAC OF AMERICAN EXPLORATION & PRODUCTION COUNCIL, INC.)",U,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6102026,2500,C00942060,S6MT00295,"ALME, KURT",SB23.I34500,2000290,,,4.07312E+18
C00022343,#N/A,#N/A,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",B,N,M7,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6022026,2500,C00942060,S6MT00295,"ALME, KURT",22681712,2000324,,,4.07312E+18
C00366468,#N/A,#N/A,"CORECIVIC, INC. POLITICAL ACTION COMMITTEE (CORECIVIC PAC)",B,N,M7,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6102026,5000,C00942060,S6MT00295,"ALME, KURT",B1FE70685D8AA4A75A6E,2000327,,,4.07312E+18
C00251876,#N/A,#N/A,AMGEN INC. POLITICAL ACTION COMMITTEE,B,N,M7,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6012026,5000,C00942060,S6MT00295,"ALME, KURT",91268832,1999687,,CONTRIBUTION,4.08022E+18
C00411116,#N/A,#N/A,SPACE EXPLORATION TECHNOLOGIES CORP. PAC,B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6192026,5000,C00942060,S6MT00295,"ALME, KURT",B61D1E18620FD4E1182F,2000474,,,4.07302E+18
C00147173,#N/A,#N/A,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE",B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4302026,5000,C00942060,S6MT00295,"ALME, KURT",52316056,1977644,,,4.06162E+18
C00167684,#N/A,#N/A,AMERICAN SUGARBEET GROWERS ASSOCIATION PAC,U,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5142026,1000,C00942060,S6MT00295,"ALME, KURT",SB23.9512,1989017,,,4.07152E+18
C00103903,#N/A,#N/A,"HDR, INC. EMPLOYEE OWNERS PAC",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6242026,2500,C00942060,S6MT00295,"ALME, KURT",B24D7D93E09B14C0BAED,1999850,,,4.08012E+18
C00219642,#N/A,#N/A,"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY POLITICAL ACTION COMMITTEE",B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4212026,2000,C00942060,S6MT00295,"ALME, KURT",91134695,1976882,,CONTRIBUTION,4.06162E+18
C00008474,#N/A,#N/A,CITIGROUP INC. PAC - FEDERAL (CITI PAC - FEDERAL),B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,WASHINGTON,DC,20003,,,6112026,2000,C00942060,S6MT00295,"ALME, KURT",B925912,1999646,,,4.08022E+18
C00236489,#N/A,#N/A,"KOCH, INC. POLITICAL ACTION COMMITTEE (KOCHPAC)",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6082026,2500,C00942060,S6MT00295,"ALME, KURT",6A3A24C2838182447AF,1999478,X,,4.08122E+18
C00364133,#N/A,#N/A,DUANE MORRIS GOVERNMENT COMMITTEE,B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4022026,2500,C00942060,S6MT00295,"ALME, KURT",B921157,1977450,,,4.06172E+18
C00388827,#N/A,#N/A,ROCKET LIMITED PARTNERSHIP PAC (ROCKET PAC),B,N,M7,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6242026,5000,C00942060,S6MT00295,"ALME, KURT",BC159CD930E5C4B73A57,2000131,,,4.07312E+18
C00104299,#N/A,#N/A,JPMORGAN CHASE & CO. FEDERAL POLITICAL ACTION COMMITTEE,B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4292026,1000,C00942060,S6MT00295,"ALME, KURT",171F94F3A70B5604B75,1977706,,,4.06162E+18
C00536573,#N/A,#N/A,ABBVIE POLITICAL ACTION COMMITTEE,B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4282026,2500,C00942060,S6MT00295,"ALME, KURT",91D6AF8401912445B88,1977167,,,4.06162E+18
C00211318,#N/A,#N/A,DELOITTE POLITICAL ACTION COMMITTEE,B,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,2500,C00942060,S6MT00295,"ALME, KURT",BDA58210D70A94DAEB23,1968346,,,4.05272E+18
C00164939,#N/A,#N/A,MINN-DAK FARMERS COOPERATIVE SUGAR PAC (MDSPAC),U,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6012026,2000,C00942060,S6MT00295,"ALME, KURT",SB23.31452,1987513,,,4.07142E+18
C00053553,#N/A,#N/A,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5042026,2000,C00942060,S6MT00295,"ALME, KURT",SB23.07,1985865,,,4.07132E+18
C00053553,#N/A,#N/A,NATIONAL RIFLE ASSOCIATION OF AMERICA POLITICAL VICTORY FUND,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5272026,3000,C00942060,S6MT00295,"ALME, KURT",SB23.22,1985865,,,4.07132E+18
C00332296,#N/A,#N/A,SUSAN B. ANTHONY LIST. INC. CANDIDATE FUND (DBA SUSAN B. ANTHONY PRO-LIFE AMERICA CANDIDATE FUND),B,A,M5,P2026,2.02606E+17,24K,ORG,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4202026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I38813,1987079,,,4.07132E+18
C00110338,#N/A,#N/A,AMERICAN CRYSTAL SUGAR COMPANY POLITICAL ACTION COMMITTEE,B,N,M6,P2021,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5292026,5000,C00942060,S6MT00295,"ALME, KURT",52399002,1984528,,,4.07102E+18
C00394650,#N/A,#N/A,JBS USA FOOD COMPANY PAC,B,A,M4,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3232026,1000,C00942060,S6MT00295,"ALME, KURT",SB23.38584,1985193,,,4.06192E+18
C00394650,#N/A,#N/A,JBS USA FOOD COMPANY PAC,B,A,M4,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3312026,1000,C00942060,S6MT00295,"ALME, KURT",SB23.38587,1985193,,,4.06192E+18
C00007880,#N/A,#N/A,"AMERICA'S CREDIT UNIONS PAC OF CREDIT UNION NATIONAL ASSOCIATION, INC.",B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5222026,5000,C00942060,S6MT00295,"ALME, KURT",B9452E90381704F9AABF,1984872,,,4.07072E+18
C00035451,#N/A,#N/A,AIR LINE PILOTS ASSOCIATION PAC,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5012026,5000,C00942060,S6MT00295,"ALME, KURT",22617838,1984532,,DIRECT CONTRIBUTION,4.07082E+18
C00778159,#N/A,#N/A,COMMANDER ZINKE LEADERSHIP FUND,D,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5132026,3500,C00942060,S6MT00295,"ALME, KURT",BB799414BA59546B7BEF,1985508,,,4.07072E+18
C00755454,#N/A,#N/A,"US ENERGY PAC (THE PAC OF AMERICAN EXPLORATION & PRODUCTION COUNCIL, INC.)",U,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5122026,2500,C00942060,S6MT00295,"ALME, KURT",SB23.I32250,1985891,,,4.07132E+18
C00064774,#N/A,#N/A,"NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE",B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5262026,5000,C00942060,S6MT00295,"ALME, KURT",F6C9296A7FA7C40D971,1982755,,,4.06252E+18
C00112896,#N/A,#N/A,CONOCOPHILLIPS SPIRIT PAC,B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6082026,5000,C00942060,S6MT00295,"ALME, KURT",48315B807BEE75037C3,2000456,,,4.07302E+18
C00686287,#N/A,#N/A,PLAINS ALL AMERICAN GP LLC PAC,B,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4232026,2500,C00942060,S6MT00295,"ALME, KURT",B5914201AFCBA4B49A1E,1974671,,,4.06042E+18
C00158881,#N/A,#N/A,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5292026,2500,C00942060,S6MT00295,"ALME, KURT",24940390,1984277,,CONTRIBUTION,4.07092E+18
C00284885,#N/A,#N/A,THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5182026,5000,C00942060,S6MT00295,"ALME, KURT",24925488,1984671,,DIRECT CONTRIBUTION,4.07082E+18
C00513549,#N/A,#N/A,PHILLIPS 66 PAC,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5152026,5000,C00942060,S6MT00295,"ALME, KURT",B49ED4826652A47B18A5,1985026,,,4.07012E+18
C00123612,#N/A,#N/A,TEXTRON INC. POLITICAL ACTION COMMITTEE,B,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5202026,1000,C00942060,S6MT00295,"ALME, KURT",52347840,1989871,,011 - POLITICAL CONTRIBUTION,4.07172E+18
C00004473,#N/A,#N/A,NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION RURAL BROADBAND PAC,B,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3252026,2000,C00942060,S6MT00295,"ALME, KURT",52266604,1968313,,,4.04292E+18
C00084491,#N/A,#N/A,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5272026,1000,C00942060,S6MT00295,"ALME, KURT",B11D5C4359EB24F4FA08,1983360,,,4.06302E+18
C00035006,#N/A,#N/A,CHEVRON EMPLOYEES POLITICAL ACTION COMMITTEE - CHEVRON CORPORATION,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5272026,5000,C00942060,S6MT00295,"ALME, KURT",E4780F0B67B9654D2C7,1984232,,,4.07012E+18
C00480863,#N/A,#N/A,"NATIONAL SHOOTING SPORTS FOUNDATION, INC. POLITICAL ACTION COMMITTEE (NSSF PAC)",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6162026,5000,C00942060,S6MT00295,"ALME, KURT",5FC115DC6277D1D32EA,1999321,,,4.07302E+18
C00064766,#N/A,#N/A,"UNITED PARCEL SERVICE, INC. PAC (UPSPAC)",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6152026,5000,C00942060,S6MT00295,"ALME, KURT",1504869492B1ECE5EAB,1999327,,,4.07302E+18
C00389403,#N/A,#N/A,"SPECIALTY EQUIPMENT MARKET ASSOCIATION & PERFORMANCE RACING, INC. PAC (SEMA & PRI PAC)",U,N,Q2,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6162026,1500,C00942060,S6MT00295,"ALME, KURT",SB23.8944,1989225,,,4.07162E+18
C00396895,#N/A,#N/A,GILEAD SCIENCES INC HEALTHCARE POLICY PAC,B,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3252026,2000,C00942060,S6MT00295,"ALME, KURT",C304662A7EE3467D4A7,1968766,,,4.05262E+18
C00022343,#N/A,#N/A,"INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)",B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5122026,2500,C00942060,S6MT00295,"ALME, KURT",22634467,1985844,,,4.07132E+18
C00280222,#N/A,#N/A,KPMG PARTNERS/PRINCIPALS AND EMPLOYEES PAC,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5282026,5000,C00942060,S6MT00295,"ALME, KURT",ECFEE11575D5F3C6655,1985482,,,4.07122E+18
C00107235,#N/A,#N/A,PRICEWATERHOUSECOOPERS POLITICAL ACTION COMMITTEE I,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5182026,5000,C00942060,S6MT00295,"ALME, KURT",972C3EC907B64251660,1985592,,,4.07132E+18
C00345132,#N/A,#N/A,REPUBLICAN JEWISH COALITION POLITICAL ACTION COMMITTEE (RJC-PAC),B,N,Q2,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6012026,5000,C00942060,S6MT00295,"ALME, KURT",BA7AE967659AD4F93A28,1997099,,,4.07232E+18
C00345132,#N/A,#N/A,REPUBLICAN JEWISH COALITION POLITICAL ACTION COMMITTEE (RJC-PAC),B,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6012026,5000,C00942060,S6MT00295,"ALME, KURT",B5F385B81EEC24E73BC3,1997099,,,4.07232E+18
C00211318,#N/A,#N/A,DELOITTE POLITICAL ACTION COMMITTEE,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5242026,2500,C00942060,S6MT00295,"ALME, KURT",BE9BEF67FC2884F80AF2,1983992,,,4.07012E+18
C00077321,#N/A,#N/A,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5282026,5000,C00942060,S6MT00295,"ALME, KURT",52355051,1983997,,,4.07012E+18
C00077321,#N/A,#N/A,AMERICAN INSTITUTE OF CERTIFIED PUBLIC ACCOUNTANTS POLITICAL ACTION COMMITTEE,B,N,M6,G2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5282026,5000,C00942060,S6MT00295,"ALME, KURT",52355052,1983997,,,4.07012E+18
C00430256,#N/A,#N/A,"MOLINA HEALTHCARE, INC. PAC",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6252026,5000,C00942060,S6MT00295,"ALME, KURT",19689722,1998268,,2026 US GENERAL ELECTION CONTRIBUTION,4.07282E+18
C00015933,#N/A,#N/A,PINNACLE WEST CAPITAL CORPORATION PAC,B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,WASHINGTON,DC,200031867,,,5152026,2500,C00942060,S6MT00295,"ALME, KURT",B55AFB76C2060480F958,1984008,,,4.07022E+18
C00412098,#N/A,#N/A,ASSOCIATION OF KENTUCKY FRIED CHICKEN FRANCHISEES INC PAC,U,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5192026,5000,C00942060,S6MT00295,"ALME, KURT",EB9761,1984009,,,4.06172E+18
C00551184,#N/A,#N/A,"CONTINENTAL RESOURCES, INC. POLITICAL ACTION COMMITTEE",U,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,223145404,,,6292026,5000,C00942060,S6MT00295,"ALME, KURT",B59A43F15966F474FB08,1998716,,,4.07292E+18
C00028787,#N/A,#N/A,NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC),B,N,M6,P2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5182026,5000,C00942060,S6MT00295,"ALME, KURT",12343024,1981031,,,4.06172E+18
C00350744,#N/A,#N/A,"THE GOLDMAN SACHS GROUP, INC. POLITICAL ACTION COMMITTEE",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6162026,2500,C00942060,S6MT00295,"ALME, KURT",25010021,1998323,,CONTRIBUTIONS TO FEDERAL CANDIDATES,4.07292E+18
C00376376,#N/A,#N/A,"THE TRAVELERS COMPANIES, INC. POLITICAL ACTION COMMITTEE (T-PAC)",B,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,BOZEMAN,MT,59719,,,6292026,5000,C00942060,S6MT00295,"ALME, KURT",B927099,1998731,,,4.07292E+18
